age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37-56,Working,Any,13,Any, Sales, Not-in-family,Any, Female,0,0,60,Any, <=50K
37-56,Not working,Any,14,Any, ?, Wife,Any, Female,3464,0,40,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Sales, Not-in-family,Any, Male,0,0,80,Any, <=50K
37-56,Working,Any,13,Any, Adm-clerical, Husband,Any, Male,7688,0,40,Any, >50K
17-36,Working,Any,10,Any, Other-service, Not-in-family,Any, Female,0,0,25,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,45,Any, >50K
37-56,Working,Any,9,Any, Sales, Husband,Any, Male,4386,0,40,Any, >50K
17-36,Working,Any,10,Any, Adm-clerical, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,12,Any, Tech-support, Not-in-family,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,12,Any, Prof-specialty, Not-in-family,Any, Female,0,0,33,Any, <=50K
17-36,Working,Any,12,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,10,Any, Farming-fishing, Husband,Any, Male,0,0,54,Any, >50K
17-36,Working,Any,13,Any, Sales, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,7298,0,35,Any, >50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Female,0,0,25,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, >50K
17-36,Working,Any,10,Any, Sales, Own-child,Any, Male,0,0,15,Any, <=50K
17-36,Working,Any,10,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
77-90,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,3,Any, Machine-op-inspct, Other-relative,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Tech-support, Not-in-family,Any, Female,0,0,40,Any, <=50K
57-76,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,24,Any, <=50K
37-56,Working,Any,9,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,1485,50,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,0,0,45,Any, <=50K
17-36,Working,Any,7,Any, Exec-managerial, Not-in-family,Any, Female,0,0,40,Any, <=50K
57-76,Working,Any,14,Any, Craft-repair, Husband,Any, Male,0,0,10,Any, <=50K
57-76,Working,Any,9,Any, Farming-fishing, Husband,Any, Male,0,0,45,Any, <=50K
17-36,Not working,Any,11,Any, ?, Own-child,Any, Female,0,0,15,Any, <=50K
37-56,Working,Any,10,Any, Prof-specialty, Wife,Any, Female,0,1887,50,Any, >50K
57-76,Working,Any,9,Any, Handlers-cleaners, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,2050,0,55,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Not-in-family,Any, Male,0,0,45,Any, <=50K
17-36,Working,Any,13,Any, Adm-clerical, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Other-service, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,6,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,3,Any, Other-service, Other-relative,Any, Male,0,0,48,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Other-relative,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Male,0,0,60,Any, <=50K
17-36,Working,Any,9,Any, Sales, Unmarried,Any, Male,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Other-service, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,12,Any, Sales, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Craft-repair, Husband,Any, Male,7298,0,40,Any, >50K
17-36,Working,Any,9,Any, Protective-serv, Husband,Any, Male,7298,0,40,Any, >50K
17-36,Working,Any,9,Any, Farming-fishing, Not-in-family,Any, Male,0,0,20,Any, <=50K
17-36,Working,Any,10,Any, Protective-serv, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Sales, Not-in-family,Any, Male,0,0,42,Any, <=50K
57-76,Not working,Any,7,Any, ?, Husband,Any, Male,0,0,8,Any, <=50K
17-36,Not working,Any,11,Any, ?, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,12,Any, Other-service, Not-in-family,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Own-child,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,9,Any, Other-service, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,7,Any, Transport-moving, Husband,Any, Male,0,0,30,Any, <=50K
57-76,Not working,Any,13,Any, ?, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, >50K
57-76,Working,Any,7,Any, Other-service, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Tech-support, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Adm-clerical, Wife,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,5,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,6,Any, Other-service, Wife,Any, Female,0,0,24,Any, <=50K
57-76,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,13,Any, Transport-moving, Husband,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,1564,45,Any, >50K
17-36,Working,Any,9,Any, Sales, Not-in-family,Any, Male,0,0,55,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,45,Any, <=50K
17-36,Working,Any,12,Any, Sales, Not-in-family,Any, Female,0,0,15,Any, <=50K
57-76,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Female,0,0,45,Any, >50K
37-56,Working,Any,9,Any, Sales, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Unmarried,Any, Female,0,0,15,Any, <=50K
17-36,Working,Any,7,Any, Other-service, Own-child,Any, Male,0,0,10,Any, <=50K
37-56,Working,Any,11,Any, Machine-op-inspct, Husband,Any, Male,0,0,38,Any, >50K
37-56,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Female,0,0,10,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Wife,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Not-in-family,Any, Male,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Sales, Husband,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,3,Any, Craft-repair, Not-in-family,Any, Female,0,2339,45,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Sales, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Transport-moving, Wife,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,25,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Wife,Any, Female,0,2415,6,Any, >50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Female,0,0,16,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Other-relative,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Wife,Any, Female,0,0,40,Any, >50K
17-36,Working,Any,13,Any, Craft-repair, Not-in-family,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,12,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,7688,0,45,Any, >50K
17-36,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,35,Any, <=50K
37-56,Working,Any,10,Any, Tech-support, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Handlers-cleaners, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Not working,Any,9,Any, ?, Other-relative,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,55,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,10,Any, Handlers-cleaners, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Other-service, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Protective-serv, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,11,Any, Tech-support, Not-in-family,Any, Female,0,0,64,Any, <=50K
17-36,Working,Any,4,Any, Handlers-cleaners, Husband,Any, Male,0,2179,40,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,0,1977,65,Any, >50K
17-36,Working,Any,9,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,25,Any, <=50K
17-36,Not working,Any,10,Any, ?, Wife,Any, Female,0,1887,40,Any, >50K
17-36,Working,Any,10,Any, Exec-managerial, Husband,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,10,Any, Other-service, Not-in-family,Any, Female,0,0,24,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Exec-managerial, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,16,Any, Exec-managerial, Husband,Any, Male,15024,0,60,Any, >50K
17-36,Working,Any,10,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,8,Any, Craft-repair, Not-in-family,Any, Male,0,0,50,Any, >50K
37-56,Working,Any,2,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,7,Any, Other-service, Own-child,Any, Female,0,0,19,Any, <=50K
17-36,Working,Any,7,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,30,Any, <=50K
17-36,Working,Any,7,Any, Handlers-cleaners, Own-child,Any, Male,2176,0,18,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Wife,Any, Female,0,0,40,Any, >50K
17-36,Working,Any,9,Any, Farming-fishing, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,6,Any, Craft-repair, Unmarried,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,60,Any, <=50K
17-36,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Male,0,1408,40,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Not-in-family,Any, Male,0,0,72,Any, <=50K
57-76,Working,Any,9,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, <=50K
77-90,Not working,Any,9,Any, ?, Not-in-family,Any, Male,0,0,24,Any, <=50K
17-36,Not working,Any,7,Any, ?, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,2174,0,40,Any, <=50K
17-36,Working,Any,12,Any, Other-service, Wife,Any, Female,0,0,25,Any, >50K
17-36,Working,Any,10,Any, Craft-repair, Own-child,Any, Male,0,1980,40,Any, <=50K
17-36,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,9,Any, Farming-fishing, Not-in-family,Any, Male,594,0,60,Any, <=50K
17-36,Working,Any,10,Any, Protective-serv, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Wife,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,28,Any, <=50K
17-36,Working,Any,9,Any, Armed-Forces, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,5,Any, Craft-repair, Other-relative,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Not-in-family,Any, Male,0,0,35,Any, <=50K
37-56,Working,Any,9,Any, Exec-managerial, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Not working,Any,7,Any, ?, Own-child,Any, Female,0,0,5,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,55,Any, >50K
57-76,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,12,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Sales, Wife,Any, Female,0,0,40,Any, >50K
37-56,Working,Any,11,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,9,Any, Exec-managerial, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Transport-moving, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,60,Any, <=50K
17-36,Not working,Any,10,Any, ?, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,12,Any, Farming-fishing, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,2,Any, Craft-repair, Unmarried,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Tech-support, Not-in-family,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Wife,Any, Female,0,0,60,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,0,1977,45,Any, >50K
17-36,Working,Any,13,Any, Tech-support, Wife,Any, Female,0,0,16,Any, >50K
57-76,Working,Any,10,Any, Prof-specialty, Unmarried,Any, Male,0,0,40,Any, >50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,0,0,60,Any, <=50K
57-76,Working,Any,11,Any, Other-service, Not-in-family,Any, Female,0,0,24,Any, <=50K
37-56,Working,Any,13,Any, Craft-repair, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,5,Any, Other-service, Not-in-family,Any, Male,0,0,6,Any, <=50K
17-36,Working,Any,10,Any, Handlers-cleaners, Own-child,Any, Male,0,0,30,Any, <=50K
17-36,Working,Any,6,Any, Other-service, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Unmarried,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,12,Any, Craft-repair, Husband,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,20,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Male,0,0,20,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Not working,Any,8,Any, ?, Other-relative,Any, Male,594,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Female,0,0,20,Any, <=50K
57-76,Not working,Any,2,Any, ?, Husband,Any, Male,0,0,35,Any, <=50K
57-76,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,15024,0,60,Any, >50K
37-56,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,35,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,12,Any, Exec-managerial, Not-in-family,Any, Female,0,0,60,Any, <=50K
17-36,Working,Any,9,Any, Prof-specialty, Unmarried,Any, Female,0,0,25,Any, <=50K
17-36,Working,Any,13,Any, Craft-repair, Own-child,Any, Male,0,0,20,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,36,Any, <=50K
17-36,Working,Any,10,Any, Machine-op-inspct, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,3,Any, Other-service, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Prof-specialty, Not-in-family,Any, Female,0,0,35,Any, <=50K
57-76,Not working,Any,9,Any, ?, Husband,Any, Male,0,0,20,Any, <=50K
17-36,Working,Any,9,Any, Farming-fishing, Not-in-family,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,10,Any, Other-service, Unmarried,Any, Female,0,0,42,Any, <=50K
17-36,Working,Any,13,Any, Sales, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Protective-serv, Own-child,Any, Male,0,0,8,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Handlers-cleaners, Unmarried,Any, Male,0,1380,42,Any, <=50K
37-56,Not working,Any,3,Any, ?, Unmarried,Any, Female,0,0,30,Any, <=50K
17-36,Working,Any,11,Any, Craft-repair, Not-in-family,Any, Male,0,0,45,Any, <=50K
17-36,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,45,Any, <=50K
57-76,Not working,Any,11,Any, ?, Unmarried,Any, Female,0,0,38,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Not-in-family,Any, Female,0,0,20,Any, <=50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Male,0,0,24,Any, <=50K
17-36,Not working,Any,10,Any, ?, Unmarried,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,15024,0,80,Any, >50K
37-56,Working,Any,9,Any, Exec-managerial, Husband,Any, Male,7688,0,50,Any, >50K
17-36,Working,Any,10,Any, Handlers-cleaners, Not-in-family,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,10,Any, Tech-support, Husband,Any, Male,0,0,45,Any, >50K
37-56,Working,Any,10,Any, Machine-op-inspct, Unmarried,Any, Male,0,0,58,Any, >50K
17-36,Working,Any,10,Any, Sales, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
57-76,Working,Any,10,Any, Adm-clerical, Not-in-family,Any, Female,0,0,9,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,7,Any, Machine-op-inspct, Unmarried,Any, Female,0,0,46,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,12,Any, Exec-managerial, Wife,Any, Female,0,0,50,Any, >50K
57-76,Working,Any,15,Any, Prof-specialty, Husband,Any, Male,20051,0,48,Any, >50K
37-56,Working,Any,8,Any, Tech-support, Husband,Any, Male,0,0,50,Any, <=50K
57-76,Working,Any,2,Any, Priv-house-serv, Not-in-family,Any, Female,0,0,30,Any, <=50K
17-36,Working,Any,11,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Farming-fishing, Not-in-family,Any, Female,0,0,45,Any, <=50K
17-36,Not working,Any,9,Any, ?, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,16,Any, Prof-specialty, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Handlers-cleaners, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Not-in-family,Any, Female,0,0,45,Any, <=50K
57-76,Working,Any,6,Any, Other-service, Wife,Any, Female,0,0,8,Any, <=50K
17-36,Working,Any,10,Any, Protective-serv, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Own-child,Any, Male,0,0,36,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Not-in-family,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
57-76,Working,Any,7,Any, Adm-clerical, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Wife,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,11,Any, Craft-repair, Unmarried,Any, Female,0,0,40,Any, >50K
57-76,Working,Any,7,Any, Machine-op-inspct, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,20,Any, <=50K
17-36,Working,Any,9,Any, Tech-support, Wife,Any, Female,0,0,32,Any, <=50K
17-36,Working,Any,7,Any, Other-service, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Transport-moving, Not-in-family,Any, Male,0,0,55,Any, <=50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,35,Any, >50K
37-56,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,9,Any, Handlers-cleaners, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,60,Any, >50K
17-36,Working,Any,9,Any, Handlers-cleaners, Own-child,Any, Male,0,0,48,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,5013,0,45,Any, <=50K
37-56,Working,Any,4,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,35,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Unmarried,Any, Male,0,0,42,Any, <=50K
